strong,12000,1,5,
strong,12000,2,5,
strong,12000,3,5,0.000155
strong,12000,4,5,0.000118
strong,12000,5,5,0.000114
strong,12000,6,5,0.000094
strong,12000,7,5,0.000093
strong,12000,8,5,0.000075
strong,12000,9,5,0.000072
strong,12000,10,5,0.000088
strong,12000,11,5,0.000069
strong,12000,12,5,0.000112
weak,1200,1,5,0.000050
weak,2400,2,5,0.007892
weak,3600,3,5,0.000053
weak,4800,4,5,0.000062
weak,6000,5,5,0.000070
weak,7200,6,5,0.000063
weak,8400,7,5,0.000080
weak,9600,8,5,0.000069
weak,10800,9,5,0.000113
weak,12000,10,5,0.000078
weak,13200,11,5,0.000118
weak,14400,12,5,0.000073
strong,18238420,1,5,0.627603
strong,18238420,2,5,0.313992
strong,18238420,3,5,0.209385
strong,18238420,4,5,0.156914
strong,18238420,5,5,0.125829
strong,18238420,6,5,0.108024
strong,18238420,7,5,0.089894
strong,18238420,8,5,0.078666
strong,18238420,9,5,0.069951
strong,18238420,10,5,0.062858
strong,18238420,11,5,0.057182
strong,18238420,12,5,0.059644
weak,1823842,1,5,0.062876
weak,3647684,2,5,0.064353
weak,5471526,3,5,0.062881
weak,7295368,4,5,0.062954
weak,9119210,5,5,0.062893
weak,10943052,6,5,0.062941
weak,12766894,7,5,0.062933
weak,14590736,8,5,0.062872
weak,16414578,9,5,0.062960
weak,18238420,10,5,0.062870
weak,20062262,11,5,0.062991
weak,21886104,12,5,0.063877
strong,27720000000,1,5,952.902020
strong,27720000000,2,5,476.120639
strong,27720000000,3,5,317.401255
strong,27720000000,4,5,238.037605
strong,27720000000,5,5,190.352337
strong,27720000000,6,5,158.655680
strong,27720000000,7,5,136.037295
strong,27720000000,8,5,119.000940
strong,27720000000,9,5,109.283649
strong,27720000000,10,5,95.224586
strong,27720000000,11,5,86.689951
strong,27720000000,12,5,79.938393
weak,2772000000,1,5,95.314362
weak,5544000000,2,5,95.287075
weak,8316000000,3,5,95.257541
weak,11088000000,4,5,95.264179
weak,13860000000,5,5,95.263202
