strong,12000,1,12,0.000427
strong,12000,2,12,0.000227
strong,12000,3,12,0.000151
strong,12000,4,12,0.000116
strong,12000,5,12,0.000102
strong,12000,6,12,0.000089
strong,12000,7,12,0.000082
strong,12000,8,12,0.000075
strong,12000,9,12,0.000079
strong,12000,10,12,0.000071
strong,12000,11,12,0.000075
strong,12000,12,12,0.000088
weak,1200,1,12,0.000051
weak,2400,2,12,0.000063
weak,3600,3,12,0.000054
weak,4800,4,12,0.000058
weak,6000,5,12,0.000067
weak,7200,6,12,0.000060
weak,8400,7,12,0.000069
weak,9600,8,12,0.000070
weak,10800,9,12,0.000063
weak,12000,10,12,0.000072
weak,13200,11,12,0.000097
weak,14400,12,12,0.000153
strong,18238420,1,12,0.625810
strong,18238420,2,12,0.313062
strong,18238420,3,12,0.208742
strong,18238420,4,12,0.156596
strong,18238420,5,12,0.125451
strong,18238420,6,12,0.104525
strong,18238420,7,12,0.089624
strong,18238420,8,12,0.080415
strong,18238420,9,12,0.069742
strong,18238420,10,12,0.062793
strong,18238420,11,12,0.057144
strong,18238420,12,12,0.052371
weak,1823842,1,12,0.062631
weak,3647684,2,12,0.062619
weak,5471526,3,12,0.062649
weak,7295368,4,12,0.062675
weak,9119210,5,12,0.062755
weak,10943052,6,12,0.062843
weak,12766894,7,12,0.062801
weak,14590736,8,12,0.062781
weak,16414578,9,12,0.062775
weak,18238420,10,12,0.062804
weak,20062262,11,12,0.062775
weak,21886104,12,12,0.062904
strong,27720000000,1,12,950.766849
strong,27720000000,2,12,475.493825
strong,27720000000,3,12,317.029622
strong,27720000000,4,12,237.810008
strong,27720000000,5,12,190.251257
strong,27720000000,6,12,158.558037
strong,27720000000,7,12,135.920898
strong,27720000000,8,12,118.938941
strong,27720000000,9,12,105.758892
strong,27720000000,10,12,95.171142
strong,27720000000,11,12,86.526323
strong,27720000000,12,12,79.337031
weak,2772000000,1,12,95.080864
weak,5544000000,2,12,95.195369
weak,8316000000,3,12,95.189631
weak,11088000000,4,12,95.196515
weak,13860000000,5,12,95.206443
weak,16632000000,6,12,95.193655
weak,19404000000,7,12,98.333578
weak,22176000000,8,12,95.260004
weak,24948000000,9,12,95.163722
weak,27720000000,10,12,97.561375
weak,30492000000,11,12,98.299431
weak,33264000000,12,12,95.197393
