strong,12000,1,2,0.000428
strong,12000,2,2,0.000228
strong,12000,3,2,0.000175
strong,12000,4,2,0.000134
strong,12000,5,2,0.000139
strong,12000,6,2,0.000120
strong,12000,7,2,0.000113
strong,12000,8,2,0.000088
strong,12000,9,2,0.000099
strong,12000,10,2,0.000088
strong,12000,11,2,0.000085
strong,12000,12,2,0.000078
weak,1200,1,2,0.000056
weak,2400,2,2,0.000067
weak,3600,3,2,0.000064
weak,4800,4,2,0.000072
weak,6000,5,2,0.000097
weak,7200,6,2,0.000094
weak,8400,7,2,0.000098
weak,9600,8,2,0.000070
weak,10800,9,2,0.000083
weak,12000,10,2,0.000090
weak,13200,11,2,0.000174
weak,14400,12,2,0.000083
strong,18238420,1,2,0.627579
strong,18238420,2,2,0.314632
strong,18238420,3,2,0.209477
strong,18238420,4,2,0.157128
strong,18238420,5,2,0.126027
strong,18238420,6,2,0.105009
strong,18238420,7,2,0.090039
strong,18238420,8,2,0.081433
strong,18238420,9,2,0.070148
strong,18238420,10,2,0.063040
strong,18238420,11,2,0.057398
strong,18238420,12,2,0.052588
weak,1823842,1,2,0.062799
weak,3647684,2,2,0.062991
weak,5471526,3,2,0.062889
weak,7295368,4,2,0.062901
weak,9119210,5,2,0.064997
weak,10943052,6,2,0.063165
weak,12766894,7,2,0.063177
weak,14590736,8,2,0.063112
weak,16414578,9,2,0.063080
weak,18238420,10,2,0.063100
weak,20062262,11,2,0.064992
weak,21886104,12,2,0.063131
strong,27720000000,1,2,952.896598
strong,27720000000,2,2,477.333265
strong,27720000000,3,2,317.573670
strong,27720000000,4,2,238.961772
strong,27720000000,5,2,192.075895
strong,27720000000,6,2,160.078926
strong,27720000000,7,2,136.897925
strong,27720000000,8,2,119.403401
strong,27720000000,9,2,106.515133
strong,27720000000,10,2,95.497553
strong,27720000000,11,2,86.881013
strong,27720000000,12,2,80.037121
weak,2772000000,1,2,95.448911
weak,5544000000,2,2,98.858619
weak,8316000000,3,2,95.495911
weak,11088000000,4,2,95.529665
weak,13860000000,5,2,95.625144
weak,16632000000,6,2,98.700206
weak,19404000000,7,2,95.924331
weak,22176000000,8,2,95.707259
weak,24948000000,9,2,95.603524
weak,27720000000,10,2,95.910248
weak,30492000000,11,2,96.269565
weak,33264000000,12,2,95.414744
