strong,12000,1,4,0.000427
strong,12000,2,4,0.000221
strong,12000,3,4,0.000157
strong,12000,4,4,0.000121
strong,12000,5,4,0.000111
strong,12000,6,4,0.000096
strong,12000,7,4,0.000082
strong,12000,8,4,0.000080
strong,12000,9,4,0.000075
strong,12000,10,4,0.000076
strong,12000,11,4,0.000070
strong,12000,12,4,0.000067
weak,1200,1,4,0.000056
weak,2400,2,4,0.000065
weak,3600,3,4,0.000060
weak,4800,4,4,0.000069
weak,6000,5,4,0.000063
weak,7200,6,4,0.000067
weak,8400,7,4,0.000079
weak,9600,8,4,0.000075
weak,10800,9,4,0.000071
weak,12000,10,4,0.000092
weak,13200,11,4,0.000076
weak,14400,12,4,0.000075
strong,18238420,1,4,0.626444
strong,18238420,2,4,0.313287
strong,18238420,3,4,0.208889
strong,18238420,4,4,0.156663
strong,18238420,5,4,0.125435
strong,18238420,6,4,0.104542
strong,18238420,7,4,0.089677
strong,18238420,8,4,0.078446
strong,18238420,9,4,0.069762
strong,18238420,10,4,0.062845
strong,18238420,11,4,0.065010
strong,18238420,12,4,0.060340
weak,1823842,1,4,0.062650
weak,3647684,2,4,0.062653
weak,5471526,3,4,0.062677
weak,7295368,4,4,0.064736
weak,9119210,5,4,0.062770
weak,10943052,6,4,0.062776
weak,12766894,7,4,0.062846
weak,14590736,8,4,0.062833
weak,16414578,9,4,0.064310
weak,18238420,10,4,0.062783
weak,20062262,11,4,0.062748
weak,21886104,12,4,0.062846
strong,27720000000,1,4,951.525259
strong,27720000000,2,4,475.773664
strong,27720000000,3,4,317.261191
strong,27720000000,4,4,238.257922
strong,27720000000,5,4,190.356250
strong,27720000000,6,4,158.606830
strong,27720000000,7,4,135.991886
strong,27720000000,8,4,118.970422
strong,27720000000,9,4,105.892588
strong,27720000000,10,4,98.366815
strong,27720000000,11,4,86.572856
strong,27720000000,12,4,81.985282
weak,2772000000,1,4,95.139203
weak,5544000000,2,4,95.168858
weak,8316000000,3,4,95.145139
weak,11088000000,4,4,95.152168
weak,13860000000,5,4,95.181133
weak,16632000000,6,4,95.209205
weak,19404000000,7,4,95.209232
weak,22176000000,8,4,95.188948
weak,24948000000,9,4,95.200755
weak,27720000000,10,4,95.200309
weak,30492000000,11,4,98.318158
weak,33264000000,12,4,95.243661
